strategy_id,symbol,timeframe,bars,status,windows,n_trials,oos_sharpe,mean_oos_objective,worst_oos_objective,profitable_windows,distinct_param_sets,most_common_share,deflated_sharpe,pbo,passes_guard,verdict
htf_momentum_v2,ETH-USD,4h,4000,ok,4,9,0.031059073886761927,1.4584715761708311,-2.0572504064778108,3,3,0.5,0.8474901650328602,0.23015873015873015,True,"survives the overfitting gauntlet (PBO 0.23, deflated Sharpe 0.85, 9 trials)"
